id,prefectureCode,municipalityCode,name,nameKana,municipalityType,officialUrl,representativePhone,supportLevel,status,lastVerifiedAt
jp-12217,12,122173,柏市,かしわし,city,https://www.city.kashiwa.lg.jp/,04-7167-1111,standard,published,2026-07-26
jp-12218,12,122181,勝浦市,かつうらし,city,https://www.city.katsuura.lg.jp/,0470-73-1211,standard,published,2026-07-26
jp-12219,12,122190,市原市,いちはらし,city,https://www.city.ichihara.chiba.jp/,0436-22-1111,standard,published,2026-07-26
jp-12220,12,122203,流山市,ながれやまし,city,https://www.city.nagareyama.chiba.jp/,04-7158-1111,standard,published,2026-07-26
jp-12221,12,122211,八千代市,やちよし,city,https://www.city.yachiyo.lg.jp/,047-483-1151,standard,published,2026-07-26
jp-12222,12,122220,我孫子市,あびこし,city,https://www.city.abiko.chiba.jp/,04-7185-1111,standard,published,2026-07-26
jp-12223,12,122238,鴨川市,かもがわし,city,https://www.city.kamogawa.lg.jp/,04-7092-1111,standard,published,2026-07-26
jp-12224,12,122246,鎌ケ谷市,かまがやし,city,https://www.city.kamagaya.chiba.jp/,047-445-1141,standard,published,2026-07-26
jp-12225,12,122254,君津市,きみつし,city,https://www.city.kimitsu.lg.jp/,0439-56-1581,standard,published,2026-07-26
jp-12226,12,122262,富津市,ふっつし,city,https://www.city.futtsu.lg.jp/,0439-80-1222,standard,published,2026-07-26
jp-12227,12,122270,浦安市,うらやすし,city,https://www.city.urayasu.lg.jp/,047-351-1111,standard,published,2026-07-26
jp-12228,12,122289,四街道市,よつかいどうし,city,https://www.city.yotsukaido.chiba.jp/,043-421-2111,standard,published,2026-07-26
jp-12229,12,122297,袖ケ浦市,そでがうらし,city,https://www.city.sodegaura.lg.jp/,0438-62-2111,standard,published,2026-07-26
jp-12230,12,122300,八街市,やちまたし,city,https://www.city.yachimata.lg.jp/,043-443-1111,standard,published,2026-07-26
jp-12231,12,122319,印西市,いんざいし,city,https://www.city.inzai.lg.jp/,0476-42-5111,standard,published,2026-07-26
jp-12232,12,122327,白井市,しろいし,city,https://www.city.shiroi.chiba.jp/,047-492-1111,standard,published,2026-07-26
jp-12233,12,122335,富里市,とみさとし,city,https://www.city.tomisato.lg.jp/,0476-93-1111,standard,published,2026-07-26
jp-12234,12,122343,南房総市,みなみぼうそうし,city,https://www.city.minamiboso.chiba.jp/,0470-33-1021,standard,published,2026-07-26
jp-12235,12,122351,匝瑳市,そうさし,city,https://www.city.sosa.lg.jp/,0479-73-0084,standard,published,2026-07-26
jp-12236,12,122360,香取市,かとりし,city,https://www.city.katori.lg.jp/,0478-54-1111,standard,published,2026-07-26
jp-12237,12,122378,山武市,さんむし,city,https://www.city.sammu.lg.jp/,0475-80-1112,standard,published,2026-07-26
jp-12238,12,122386,いすみ市,いすみし,city,https://www.city.isumi.lg.jp/,0470-62-1111,standard,published,2026-07-26
jp-12239,12,122394,大網白里市,おおあみしらさとし,city,https://www.city.oamishirasato.lg.jp/,0475-70-0300,standard,published,2026-07-26
jp-12322,12,123226,酒々井町,しすいまち,town,https://www.town.shisui.chiba.jp/,043-496-1171,standard,published,2026-07-26
jp-12329,12,123293,栄町,さかえまち,town,https://www.town.sakae.chiba.jp/index.html,0476-95-1111,standard,published,2026-07-26
jp-12342,12,123420,神崎町,こうざきまち,town,https://www.town.kozaki.chiba.jp/,0478-72-2111,standard,published,2026-07-26
jp-12347,12,123471,多古町,たこまち,town,https://www.town.tako.chiba.jp/,0479-76-2611,standard,published,2026-07-26
jp-12349,12,123498,東庄町,とうのしょうまち,town,https://www.town.tohnosho.chiba.jp/,0478-86-1111,standard,published,2026-07-26
jp-12403,12,124036,九十九里町,くじゅうくりまち,town,https://www.town.kujukuri.chiba.jp/,0475-70-3100,standard,published,2026-07-26
jp-12409,12,124095,芝山町,しばやままち,town,https://www.town.shibayama.lg.jp/,0479-77-3901,standard,published,2026-07-26
jp-12410,12,124109,横芝光町,よこしばひかりまち,town,https://www.town.yokoshibahikari.chiba.jp/,0479-84-1211,standard,published,2026-07-26
jp-12421,12,124214,一宮町,いちのみやまち,town,https://www.town.ichinomiya.chiba.jp/,0475-42-2111,standard,published,2026-07-26
jp-12422,12,124222,睦沢町,むつざわまち,town,https://www.town.mutsuzawa.chiba.jp/,0475-44-1111,standard,published,2026-07-26
jp-12423,12,124230,長生村,ちょうせいむら,village,https://www.vill.chosei.chiba.jp/index.html,0475-32-2111,standard,published,2026-07-26
jp-12424,12,124249,白子町,しらこまち,town,https://www.town.shirako.lg.jp/,0475-33-2111,standard,published,2026-07-26
jp-12426,12,124265,長柄町,ながらまち,town,https://www.town.nagara.chiba.jp/,0475-35-2111,standard,published,2026-07-26
jp-12427,12,124273,長南町,ちょうなんまち,town,https://www.town.chonan.chiba.jp/,0475-46-2111,standard,published,2026-07-26
jp-12441,12,124419,大多喜町,おおたきまち,town,https://www.town.otaki.chiba.jp/,0470-82-2111,standard,published,2026-07-26
jp-12443,12,124435,御宿町,おんじゅくまち,town,https://www.town.onjuku.chiba.jp/,0470-68-2511,standard,published,2026-07-26
jp-12463,12,124630,鋸南町,きょなんまち,town,https://www.town.kyonan.chiba.jp/,0470-55-2111,standard,published,2026-07-26
jp-13101,13,131016,千代田区,ちよだく,special_ward,https://www.city.chiyoda.lg.jp/,,basic,published,2026-07-26
jp-13103,13,131032,港区,みなとく,special_ward,https://www.city.minato.tokyo.jp/,,basic,published,2026-07-26
tokyo-shinjuku,13,131041,新宿区,しんじゅくく,special_ward,https://www.city.shinjuku.lg.jp/,03-3209-1111,standard,published,2026-07-26
jp-13107,13,131075,墨田区,すみだく,special_ward,https://www.city.sumida.lg.jp/,,basic,published,2026-07-26
jp-13109,13,131091,品川区,しながわく,special_ward,https://www.city.shinagawa.tokyo.jp/,,basic,published,2026-07-26
jp-13110,13,131105,目黒区,めぐろく,special_ward,https://www.city.meguro.tokyo.jp/,,basic,published,2026-07-26
tokyo-ota,13,13111,大田区,おおたく,special_ward,https://www.city.ota.tokyo.jp/,,basic,published,2026-07-01
tokyo-setagaya,13,13112,世田谷区,せたがやく,special_ward,https://www.city.setagaya.lg.jp/,,basic,published,2026-07-01
jp-13113,13,131130,渋谷区,しぶやく,special_ward,https://www.city.shibuya.tokyo.jp/,,basic,published,2026-07-26
jp-13115,13,131156,杉並区,すぎなみく,special_ward,https://www.city.suginami.tokyo.jp/,,basic,published,2026-07-26
tokyo-adachi,13,13121,足立区,あだちく,special_ward,https://www.city.adachi.tokyo.jp/,,basic,published,2026-07-01
tokyo-edogawa,13,13123,江戸川区,えどがわく,special_ward,https://www.city.edogawa.tokyo.jp/,,basic,published,2026-07-01
tokyo-hachioji,13,13201,八王子市,はちおうじし,city,https://www.city.hachioji.tokyo.jp/,,basic,published,2026-07-01
tokyo-tachikawa,13,13202,立川市,たちかわし,city,https://www.city.tachikawa.lg.jp/,,basic,published,2026-07-01
tokyo-ome,13,13205,青梅市,おうめし,city,https://www.city.ome.tokyo.jp/,,basic,published,2026-07-01
tokyo-machida,13,13209,町田市,まちだし,city,https://www.city.machida.tokyo.jp/,,basic,published,2026-07-01
tokyo-okutama,13,13308,奥多摩町,おくたままち,town,https://www.town.okutama.tokyo.jp/,,basic,published,2026-07-01
kanagawa-yokohama,14,141003,横浜市,よこはまし,city,https://www.city.yokohama.lg.jp/,045-671-2121,standard,published,2026-07-26
jp-14130,14,141305,川崎市,かわさきし,city,https://www.city.kawasaki.jp/,044-200-2111,standard,published,2026-07-26
jp-14150,14,141500,相模原市,さがみはらし,city,https://www.city.sagamihara.kanagawa.jp/,042-754-1111,standard,published,2026-07-26
jp-14201,14,142018,横須賀市,よこすかし,city,https://www.city.yokosuka.kanagawa.jp/,046-822-4000,standard,published,2026-07-26
jp-14203,14,142034,平塚市,ひらつかし,city,https://www.city.hiratsuka.kanagawa.jp/,0463-23-1111,standard,published,2026-07-26
jp-14204,14,142042,鎌倉市,かまくらし,city,https://www.city.kamakura.kanagawa.jp/,0467-23-3000,standard,published,2026-07-26
jp-14205,14,142050,藤沢市,ふじさわし,city,https://www.city.fujisawa.kanagawa.jp/,0466-25-1111,standard,published,2026-07-26
jp-14206,14,142069,小田原市,おだわらし,city,https://www.city.odawara.kanagawa.jp/,0465-33-1300,standard,published,2026-07-26
jp-14207,14,142077,茅ヶ崎市,ちがさきし,city,https://www.city.chigasaki.kanagawa.jp/,0467-82-1111,standard,published,2026-07-26
jp-14208,14,142085,逗子市,ずしし,city,https://www.city.zushi.kanagawa.jp/,046-873-1111,standard,published,2026-07-26
jp-14210,14,142107,三浦市,みうらし,city,https://www.city.miura.kanagawa.jp/,046-882-1111,standard,published,2026-07-26
jp-14211,14,142115,秦野市,はだのし,city,https://www.city.hadano.kanagawa.jp/,0463-82-5111,standard,published,2026-07-26
jp-14212,14,142123,厚木市,あつぎし,city,https://www.city.atsugi.kanagawa.jp/,046-223-1511,standard,published,2026-07-26
jp-14213,14,142131,大和市,やまとし,city,https://www.city.yamato.lg.jp/,046-263-1111,standard,published,2026-07-26
jp-14214,14,142140,伊勢原市,いせはらし,city,https://www.city.isehara.kanagawa.jp/,0463-94-4711,standard,published,2026-07-26
jp-14215,14,142158,海老名市,えびなし,city,https://www.city.ebina.kanagawa.jp/,046-231-2111,standard,published,2026-07-26
jp-14216,14,142166,座間市,ざまし,city,https://www.city.zama.kanagawa.jp/,046-255-1111,standard,published,2026-07-26
jp-14217,14,142174,南足柄市,みなみあしがらし,city,https://www.city.minamiashigara.kanagawa.jp/,0465-74-2111,standard,published,2026-07-26
jp-14218,14,142182,綾瀬市,あやせし,city,https://www.city.ayase.kanagawa.jp/,0467-77-1111,standard,published,2026-07-26
jp-14301,14,143014,葉山町,はやままち,town,https://www.town.hayama.lg.jp/,046-876-1111,standard,published,2026-07-26
jp-14321,14,143219,寒川町,さむかわまち,town,https://www.town.samukawa.kanagawa.jp/,0467-74-1111,standard,published,2026-07-26
jp-14341,14,143413,大磯町,おおいそまち,town,https://www.town.oiso.kanagawa.jp/,0463-61-4100,standard,published,2026-07-26
jp-14342,14,143421,二宮町,にのみやまち,town,https://www.town.ninomiya.kanagawa.jp/,0463-71-3311,standard,published,2026-07-26
jp-14361,14,143618,中井町,なかいまち,town,https://www.town.nakai.kanagawa.jp/,0465-81-1111,standard,published,2026-07-26
jp-14362,14,143626,大井町,おおいまち,town,https://www.town.oi.kanagawa.jp/,0465-83-1311,standard,published,2026-07-26
jp-14363,14,143634,松田町,まつだまち,town,https://town.matsuda.kanagawa.jp/,0465-83-1221,standard,published,2026-07-26
jp-14364,14,143642,山北町,やまきたまち,town,https://www.town.yamakita.kanagawa.jp/,0465-75-1122,standard,published,2026-07-26
jp-14366,14,143669,開成町,かいせいまち,town,https://www.town.kaisei.kanagawa.jp/,0465-83-2331,standard,published,2026-07-26
jp-14382,14,143820,箱根町,はこねまち,town,https://www.town.hakone.kanagawa.jp/,0460-85-7111,standard,published,2026-07-26
jp-14383,14,143839,真鶴町,まなづるまち,town,https://www.town.manazuru.kanagawa.jp/,0465-68-1131,standard,published,2026-07-26
jp-14384,14,143847,湯河原町,ゆがわらまち,town,https://www.town.yugawara.kanagawa.jp/,0465-63-2111,standard,published,2026-07-26
jp-14401,14,144010,愛川町,あいかわまち,town,https://www.town.aikawa.kanagawa.jp/,046-285-2111,standard,published,2026-07-26
jp-14402,14,144029,清川村,きよかわむら,village,https://www.town.kiyokawa.kanagawa.jp/,046-288-1211,standard,published,2026-07-26
jp-15100,15,151009,新潟市,にいがたし,city,https://www.city.niigata.lg.jp/,025-228-1000,standard,published,2026-07-26
jp-15202,15,152021,長岡市,ながおかし,city,https://www.city.nagaoka.niigata.jp/,0258-35-1122,standard,published,2026-07-26
jp-15204,15,152048,三条市,さんじょうし,city,https://www.city.sanjo.niigata.jp/,0256-34-5511,standard,published,2026-07-26
jp-15205,15,152056,柏崎市,かしわざきし,city,https://www.city.kashiwazaki.lg.jp/,0257-23-5111,standard,published,2026-07-26
jp-15206,15,152064,新発田市,しばたし,city,https://www.city.shibata.lg.jp/,0254-22-3030,standard,published,2026-07-26
jp-15208,15,152080,小千谷市,おぢやし,city,https://www.city.ojiya.niigata.jp/,0258-83-3511,standard,published,2026-07-26
jp-15209,15,152099,加茂市,かもし,city,https://www.city.kamo.niigata.jp/,0256-52-0080,standard,published,2026-07-26
jp-15210,15,152102,十日町市,とおかまちし,city,https://www.city.tokamachi.lg.jp/,025-757-3111,standard,published,2026-07-26
jp-15211,15,152110,見附市,みつけし,city,https://www.city.mitsuke.niigata.jp/,0258-62-1700,standard,published,2026-07-26
jp-15212,15,152129,村上市,むらかみし,city,https://www.city.murakami.lg.jp/,0254-53-2111,standard,published,2026-07-26
jp-15213,15,152137,燕市,つばめし,city,https://www.city.tsubame.niigata.jp/,0256-92-1111,standard,published,2026-07-26
jp-15216,15,152161,糸魚川市,いといがわし,city,https://www.city.itoigawa.lg.jp/,025-552-1511,standard,published,2026-07-26
jp-15217,15,152170,妙高市,みょうこうし,city,https://www.city.myoko.niigata.jp/,0255-72-5111,standard,published,2026-07-26
jp-15218,15,152188,五泉市,ごせんし,city,https://www.city.gosen.lg.jp/,0250-43-3911,standard,published,2026-07-26
jp-15222,15,152226,上越市,じょうえつし,city,https://www.city.joetsu.niigata.jp/,025-526-5111,standard,published,2026-07-26
jp-15223,15,152234,阿賀野市,あがのし,city,https://www.city.agano.niigata.jp/,0250-62-2510,standard,published,2026-07-26
jp-15224,15,152242,佐渡市,さどし,city,https://www.city.sado.niigata.jp/,0259-63-3111,standard,published,2026-07-26
jp-15225,15,152250,魚沼市,うおぬまし,city,https://www.city.uonuma.lg.jp/,025-792-1000,standard,published,2026-07-26
jp-15226,15,152269,南魚沼市,みなみうおぬまし,city,https://www.city.minamiuonuma.niigata.jp/,025-773-6660,standard,published,2026-07-26
jp-15227,15,152277,胎内市,たいないし,city,https://www.city.tainai.niigata.jp/,0254-43-6111,standard,published,2026-07-26
jp-15307,15,153079,聖籠町,せいろうまち,town,https://www.town.seiro.niigata.jp/,0254-27-2111,standard,published,2026-07-26
jp-15342,15,153427,弥彦村,やひこむら,village,https://www.vill.yahiko.niigata.jp/,0256-94-3131,standard,published,2026-07-26
jp-15361,15,153613,田上町,たがみまち,town,https://www.town.tagami.niigata.jp/,0256-57-6222,standard,published,2026-07-26
jp-15385,15,153850,阿賀町,あがまち,town,https://www.town.aga.niigata.jp/,0254-92-3111,standard,published,2026-07-26
jp-15405,15,154059,出雲崎町,いずもざきまち,town,https://www.town.izumozaki.niigata.jp/,0258-78-3111,standard,published,2026-07-26
jp-15461,15,154610,湯沢町,ゆざわまち,town,https://www.town.yuzawa.lg.jp/,025-784-3451,standard,published,2026-07-26
jp-15482,15,154822,津南町,つなんまち,town,https://www.town.tsunan.niigata.jp/,025-765-3111,standard,published,2026-07-26
jp-15504,15,155047,刈羽村,かりわむら,village,https://www.vill.kariwa.niigata.jp/www/normal_top.jsp,0257-45-2244,standard,published,2026-07-26
jp-15581,15,155810,関川村,せきかわむら,village,http://www.vill.sekikawa.niigata.jp/,0254-64-1441,standard,published,2026-07-26
jp-15586,15,155861,粟島浦村,あわしまうらむら,village,https://www.vill.awashimaura.lg.jp/,0254-55-2111,standard,published,2026-07-26
jp-16201,16,162019,富山市,とやまし,city,https://www.city.toyama.lg.jp/,076-431-6111,standard,published,2026-07-26
jp-16202,16,162027,高岡市,たかおかし,city,https://www.city.takaoka.toyama.jp/,,standard,published,2026-07-26
jp-16204,16,162043,魚津市,うおづし,city,https://www.city.uozu.toyama.jp/,,standard,published,2026-07-26
jp-16205,16,162051,氷見市,ひみし,city,https://www.city.himi.toyama.jp/,,standard,published,2026-07-26
jp-16206,16,162060,滑川市,なめりかわし,city,https://www.city.namerikawa.toyama.jp/,,standard,published,2026-07-26
jp-16207,16,162078,黒部市,くろべし,city,https://www.city.kurobe.toyama.jp/,,standard,published,2026-07-26
jp-16208,16,162086,砺波市,となみし,city,https://www.city.tonami.lg.jp/,,standard,published,2026-07-26
jp-16209,16,162094,小矢部市,おやべし,city,https://www.city.oyabe.toyama.jp/,,standard,published,2026-07-26
jp-16210,16,162108,南砺市,なんとし,city,https://www.city.nanto.toyama.jp/,,standard,published,2026-07-26
jp-16211,16,162116,射水市,いみずし,city,https://www.city.imizu.toyama.jp/,,standard,published,2026-07-26
